pair_id,bias_dimension,semantic_overlap_a,semantic_overlap_b,embedding_similarity_a,embedding_similarity_b,semantic_score_a,semantic_score_b,contradiction_a,contradiction_b,semantic_overlap_min,semantic_score_min,semantic_backend,semantic_pass
pair_0246,politeness,1.0,0.7931,0.0,0.0,0.55,0.436,False,False,0.7931,0.436,lexical,False
pair_0247,markdown_density,1.0,0.7667,0.0,0.0,0.55,0.423,False,False,0.7667,0.423,lexical,False
pair_0248,citation_density,1.0,0.7931,0.0,0.0,0.55,0.434,False,False,0.7931,0.434,lexical,False
pair_0249,safety_style,1.0,0.7931,0.0,0.0,0.55,0.434,False,False,0.7931,0.434,lexical,False
pair_0250,exploit_search,1.0,0.3966,0.0,0.0,0.55,0.2148,False,False,0.3966,0.2148,lexical,False
pair_0251,sycophancy,1.0,0.6765,0.0,0.0,0.55,0.3761,False,False,0.6765,0.3761,lexical,False
pair_0252,length,1.0,0.4894,0.0,0.0,0.55,0.269,False,False,0.4894,0.269,lexical,False
pair_0253,confidence_framing,0.8846,0.92,0.0,0.0,0.4842,0.502,False,False,0.8846,0.4842,lexical,False
pair_0254,format,1.0,0.7931,0.0,0.0,0.55,0.4325,False,False,0.7931,0.4325,lexical,False
pair_0255,authority,1.0,0.7419,0.0,0.0,0.55,0.4098,False,False,0.7419,0.4098,lexical,False
pair_0256,politeness,1.0,0.7931,0.0,0.0,0.55,0.436,False,False,0.7931,0.436,lexical,False
pair_0257,markdown_density,1.0,0.7667,0.0,0.0,0.55,0.423,False,False,0.7667,0.423,lexical,False
pair_0258,citation_density,1.0,0.7931,0.0,0.0,0.55,0.434,False,False,0.7931,0.434,lexical,False
pair_0259,safety_style,1.0,0.7931,0.0,0.0,0.55,0.434,False,False,0.7931,0.434,lexical,False
pair_0260,exploit_search,1.0,0.3966,0.0,0.0,0.55,0.2148,False,False,0.3966,0.2148,lexical,False
pair_0261,sycophancy,1.0,0.6765,0.0,0.0,0.55,0.3761,False,False,0.6765,0.3761,lexical,False
pair_0262,length,1.0,0.4894,0.0,0.0,0.55,0.269,False,False,0.4894,0.269,lexical,False
pair_0263,confidence_framing,0.8846,0.92,0.0,0.0,0.4842,0.502,False,False,0.8846,0.4842,lexical,False
pair_0264,format,1.0,0.7931,0.0,0.0,0.55,0.4325,False,False,0.7931,0.4325,lexical,False
pair_0265,authority,1.0,0.7419,0.0,0.0,0.55,0.4098,False,False,0.7419,0.4098,lexical,False
pair_0266,politeness,1.0,0.7931,0.0,0.0,0.55,0.436,False,False,0.7931,0.436,lexical,False
pair_0267,markdown_density,1.0,0.7667,0.0,0.0,0.55,0.423,False,False,0.7667,0.423,lexical,False
pair_0268,citation_density,1.0,0.7931,0.0,0.0,0.55,0.434,False,False,0.7931,0.434,lexical,False
pair_0269,safety_style,1.0,0.7931,0.0,0.0,0.55,0.434,False,False,0.7931,0.434,lexical,False
pair_0270,exploit_search,1.0,0.3966,0.0,0.0,0.55,0.2148,False,False,0.3966,0.2148,lexical,False
pair_0271,sycophancy,1.0,0.6765,0.0,0.0,0.55,0.3761,False,False,0.6765,0.3761,lexical,False
pair_0272,length,1.0,0.4894,0.0,0.0,0.55,0.269,False,False,0.4894,0.269,lexical,False
pair_0273,confidence_framing,0.8846,0.92,0.0,0.0,0.4842,0.502,False,False,0.8846,0.4842,lexical,False
pair_0274,format,1.0,0.7931,0.0,0.0,0.55,0.4325,False,False,0.7931,0.4325,lexical,False
pair_0275,authority,1.0,0.7419,0.0,0.0,0.55,0.4098,False,False,0.7419,0.4098,lexical,False
pair_0276,politeness,1.0,0.7931,0.0,0.0,0.55,0.436,False,False,0.7931,0.436,lexical,False
pair_0277,markdown_density,1.0,0.7667,0.0,0.0,0.55,0.423,False,False,0.7667,0.423,lexical,False
pair_0278,citation_density,1.0,0.7931,0.0,0.0,0.55,0.434,False,False,0.7931,0.434,lexical,False
pair_0279,safety_style,1.0,0.7931,0.0,0.0,0.55,0.434,False,False,0.7931,0.434,lexical,False
pair_0280,exploit_search,1.0,0.3966,0.0,0.0,0.55,0.2148,False,False,0.3966,0.2148,lexical,False
pair_0281,sycophancy,1.0,0.6765,0.0,0.0,0.55,0.3761,False,False,0.6765,0.3761,lexical,False
pair_0282,length,1.0,0.4894,0.0,0.0,0.55,0.269,False,False,0.4894,0.269,lexical,False
pair_0283,confidence_framing,0.8846,0.92,0.0,0.0,0.4842,0.502,False,False,0.8846,0.4842,lexical,False
pair_0284,format,1.0,0.7931,0.0,0.0,0.55,0.4325,False,False,0.7931,0.4325,lexical,False
pair_0285,authority,1.0,0.7419,0.0,0.0,0.55,0.4098,False,False,0.7419,0.4098,lexical,False
pair_0286,politeness,1.0,0.7931,0.0,0.0,0.55,0.436,False,False,0.7931,0.436,lexical,False
pair_0287,markdown_density,1.0,0.7667,0.0,0.0,0.55,0.423,False,False,0.7667,0.423,lexical,False
pair_0288,citation_density,1.0,0.7931,0.0,0.0,0.55,0.434,False,False,0.7931,0.434,lexical,False
pair_0289,safety_style,1.0,0.7931,0.0,0.0,0.55,0.434,False,False,0.7931,0.434,lexical,False
pair_0290,exploit_search,1.0,0.3966,0.0,0.0,0.55,0.2148,False,False,0.3966,0.2148,lexical,False
pair_0291,sycophancy,1.0,0.6765,0.0,0.0,0.55,0.3761,False,False,0.6765,0.3761,lexical,False
pair_0292,length,1.0,0.4894,0.0,0.0,0.55,0.269,False,False,0.4894,0.269,lexical,False
pair_0293,confidence_framing,0.8846,0.92,0.0,0.0,0.4842,0.502,False,False,0.8846,0.4842,lexical,False
pair_0294,format,1.0,0.7931,0.0,0.0,0.55,0.4325,False,False,0.7931,0.4325,lexical,False
pair_0295,authority,1.0,0.7419,0.0,0.0,0.55,0.4098,False,False,0.7419,0.4098,lexical,False
pair_0296,politeness,1.0,0.7931,0.0,0.0,0.55,0.436,False,False,0.7931,0.436,lexical,False
pair_0297,markdown_density,1.0,0.7667,0.0,0.0,0.55,0.423,False,False,0.7667,0.423,lexical,False
pair_0298,citation_density,1.0,0.7931,0.0,0.0,0.55,0.434,False,False,0.7931,0.434,lexical,False
pair_0299,safety_style,1.0,0.7931,0.0,0.0,0.55,0.434,False,False,0.7931,0.434,lexical,False
pair_0300,exploit_search,1.0,0.3966,0.0,0.0,0.55,0.2148,False,False,0.3966,0.2148,lexical,False
pair_0301,sycophancy,1.0,0.5926,0.0,0.0,0.55,0.3311,False,False,0.5926,0.3311,lexical,False
pair_0302,length,1.0,0.4,0.0,0.0,0.55,0.2206,False,False,0.4,0.2206,lexical,False
pair_0303,confidence_framing,0.8421,0.8889,0.0,0.0,0.4606,0.484,False,False,0.8421,0.4606,lexical,False
pair_0304,format,1.0,0.7273,0.0,0.0,0.55,0.3963,False,False,0.7273,0.3963,lexical,False
pair_0305,authority,1.0,0.6667,0.0,0.0,0.55,0.3694,False,False,0.6667,0.3694,lexical,False
pair_0306,politeness,1.0,0.7273,0.0,0.0,0.55,0.4004,False,False,0.7273,0.4004,lexical,False
pair_0307,markdown_density,1.0,0.6957,0.0,0.0,0.55,0.3848,False,False,0.6957,0.3848,lexical,False
pair_0308,citation_density,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0309,safety_style,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0310,exploit_search,1.0,0.3137,0.0,0.0,0.55,0.1702,False,False,0.3137,0.1702,lexical,False
pair_0311,sycophancy,1.0,0.5926,0.0,0.0,0.55,0.3311,False,False,0.5926,0.3311,lexical,False
pair_0312,length,1.0,0.4,0.0,0.0,0.55,0.2206,False,False,0.4,0.2206,lexical,False
pair_0313,confidence_framing,0.8421,0.8889,0.0,0.0,0.4606,0.484,False,False,0.8421,0.4606,lexical,False
pair_0314,format,1.0,0.7273,0.0,0.0,0.55,0.3963,False,False,0.7273,0.3963,lexical,False
pair_0315,authority,1.0,0.6667,0.0,0.0,0.55,0.3694,False,False,0.6667,0.3694,lexical,False
pair_0316,politeness,1.0,0.7273,0.0,0.0,0.55,0.4004,False,False,0.7273,0.4004,lexical,False
pair_0317,markdown_density,1.0,0.6957,0.0,0.0,0.55,0.3848,False,False,0.6957,0.3848,lexical,False
pair_0318,citation_density,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0319,safety_style,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0320,exploit_search,1.0,0.3137,0.0,0.0,0.55,0.1702,False,False,0.3137,0.1702,lexical,False
pair_0321,sycophancy,1.0,0.5926,0.0,0.0,0.55,0.3311,False,False,0.5926,0.3311,lexical,False
pair_0322,length,1.0,0.4,0.0,0.0,0.55,0.2206,False,False,0.4,0.2206,lexical,False
pair_0323,confidence_framing,0.8421,0.8889,0.0,0.0,0.4606,0.484,False,False,0.8421,0.4606,lexical,False
pair_0324,format,1.0,0.7273,0.0,0.0,0.55,0.3963,False,False,0.7273,0.3963,lexical,False
pair_0325,authority,1.0,0.6667,0.0,0.0,0.55,0.3694,False,False,0.6667,0.3694,lexical,False
pair_0326,politeness,1.0,0.7273,0.0,0.0,0.55,0.4004,False,False,0.7273,0.4004,lexical,False
pair_0327,markdown_density,1.0,0.6957,0.0,0.0,0.55,0.3848,False,False,0.6957,0.3848,lexical,False
pair_0328,citation_density,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0329,safety_style,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0330,exploit_search,1.0,0.3137,0.0,0.0,0.55,0.1702,False,False,0.3137,0.1702,lexical,False
pair_0331,sycophancy,1.0,0.5926,0.0,0.0,0.55,0.3311,False,False,0.5926,0.3311,lexical,False
pair_0332,length,1.0,0.4,0.0,0.0,0.55,0.2206,False,False,0.4,0.2206,lexical,False
pair_0333,confidence_framing,0.8421,0.8889,0.0,0.0,0.4606,0.484,False,False,0.8421,0.4606,lexical,False
pair_0334,format,1.0,0.7273,0.0,0.0,0.55,0.3963,False,False,0.7273,0.3963,lexical,False
pair_0335,authority,1.0,0.6667,0.0,0.0,0.55,0.3694,False,False,0.6667,0.3694,lexical,False
pair_0336,politeness,1.0,0.7273,0.0,0.0,0.55,0.4004,False,False,0.7273,0.4004,lexical,False
pair_0337,markdown_density,1.0,0.6957,0.0,0.0,0.55,0.3848,False,False,0.6957,0.3848,lexical,False
pair_0338,citation_density,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0339,safety_style,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0340,exploit_search,1.0,0.3137,0.0,0.0,0.55,0.1702,False,False,0.3137,0.1702,lexical,False
pair_0341,sycophancy,1.0,0.5926,0.0,0.0,0.55,0.3311,False,False,0.5926,0.3311,lexical,False
pair_0342,length,1.0,0.4,0.0,0.0,0.55,0.2206,False,False,0.4,0.2206,lexical,False
pair_0343,confidence_framing,0.8421,0.8889,0.0,0.0,0.4606,0.484,False,False,0.8421,0.4606,lexical,False
pair_0344,format,1.0,0.7273,0.0,0.0,0.55,0.3963,False,False,0.7273,0.3963,lexical,False
pair_0345,authority,1.0,0.6667,0.0,0.0,0.55,0.3694,False,False,0.6667,0.3694,lexical,False
pair_0346,politeness,1.0,0.7273,0.0,0.0,0.55,0.4004,False,False,0.7273,0.4004,lexical,False
pair_0347,markdown_density,1.0,0.6957,0.0,0.0,0.55,0.3848,False,False,0.6957,0.3848,lexical,False
pair_0348,citation_density,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0349,safety_style,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0350,exploit_search,1.0,0.3137,0.0,0.0,0.55,0.1702,False,False,0.3137,0.1702,lexical,False
pair_0351,sycophancy,1.0,0.5926,0.0,0.0,0.55,0.3311,False,False,0.5926,0.3311,lexical,False
pair_0352,length,1.0,0.4,0.0,0.0,0.55,0.2206,False,False,0.4,0.2206,lexical,False
pair_0353,confidence_framing,0.8421,0.8889,0.0,0.0,0.4606,0.484,False,False,0.8421,0.4606,lexical,False
pair_0354,format,1.0,0.7273,0.0,0.0,0.55,0.3963,False,False,0.7273,0.3963,lexical,False
pair_0355,authority,1.0,0.6667,0.0,0.0,0.55,0.3694,False,False,0.6667,0.3694,lexical,False
pair_0356,politeness,1.0,0.7273,0.0,0.0,0.55,0.4004,False,False,0.7273,0.4004,lexical,False
pair_0357,markdown_density,1.0,0.6957,0.0,0.0,0.55,0.3848,False,False,0.6957,0.3848,lexical,False
pair_0358,citation_density,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0359,safety_style,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0360,exploit_search,1.0,0.3137,0.0,0.0,0.55,0.1702,False,False,0.3137,0.1702,lexical,False
pair_0361,sycophancy,1.0,0.5926,0.0,0.0,0.55,0.3311,False,False,0.5926,0.3311,lexical,False
pair_0362,length,1.0,0.4,0.0,0.0,0.55,0.2206,False,False,0.4,0.2206,lexical,False
pair_0363,confidence_framing,0.8421,0.8889,0.0,0.0,0.4606,0.484,False,False,0.8421,0.4606,lexical,False
pair_0364,format,1.0,0.7273,0.0,0.0,0.55,0.3963,False,False,0.7273,0.3963,lexical,False
pair_0365,authority,1.0,0.6667,0.0,0.0,0.55,0.3694,False,False,0.6667,0.3694,lexical,False
pair_0366,politeness,1.0,0.7273,0.0,0.0,0.55,0.4004,False,False,0.7273,0.4004,lexical,False
pair_0367,markdown_density,1.0,0.6957,0.0,0.0,0.55,0.3848,False,False,0.6957,0.3848,lexical,False
pair_0368,citation_density,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0369,safety_style,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0370,exploit_search,1.0,0.3137,0.0,0.0,0.55,0.1702,False,False,0.3137,0.1702,lexical,False
pair_0371,sycophancy,1.0,0.5926,0.0,0.0,0.55,0.3311,False,False,0.5926,0.3311,lexical,False
pair_0372,length,1.0,0.4,0.0,0.0,0.55,0.2206,False,False,0.4,0.2206,lexical,False
pair_0373,confidence_framing,0.8421,0.8889,0.0,0.0,0.4606,0.484,False,False,0.8421,0.4606,lexical,False
pair_0374,format,1.0,0.7273,0.0,0.0,0.55,0.3963,False,False,0.7273,0.3963,lexical,False
pair_0375,authority,1.0,0.6667,0.0,0.0,0.55,0.3694,False,False,0.6667,0.3694,lexical,False
pair_0376,politeness,1.0,0.7273,0.0,0.0,0.55,0.4004,False,False,0.7273,0.4004,lexical,False
pair_0377,markdown_density,1.0,0.6957,0.0,0.0,0.55,0.3848,False,False,0.6957,0.3848,lexical,False
pair_0378,citation_density,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0379,safety_style,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0380,exploit_search,1.0,0.3137,0.0,0.0,0.55,0.1702,False,False,0.3137,0.1702,lexical,False
pair_0381,sycophancy,1.0,0.5926,0.0,0.0,0.55,0.3311,False,False,0.5926,0.3311,lexical,False
pair_0382,length,1.0,0.4,0.0,0.0,0.55,0.2206,False,False,0.4,0.2206,lexical,False
pair_0383,confidence_framing,0.8421,0.8889,0.0,0.0,0.4606,0.484,False,False,0.8421,0.4606,lexical,False
pair_0384,format,1.0,0.7273,0.0,0.0,0.55,0.3963,False,False,0.7273,0.3963,lexical,False
pair_0385,authority,1.0,0.6667,0.0,0.0,0.55,0.3694,False,False,0.6667,0.3694,lexical,False
pair_0386,politeness,1.0,0.7273,0.0,0.0,0.55,0.4004,False,False,0.7273,0.4004,lexical,False
pair_0387,markdown_density,1.0,0.6957,0.0,0.0,0.55,0.3848,False,False,0.6957,0.3848,lexical,False
pair_0388,citation_density,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0389,safety_style,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0390,exploit_search,1.0,0.3137,0.0,0.0,0.55,0.1702,False,False,0.3137,0.1702,lexical,False
pair_0391,sycophancy,1.0,0.5926,0.0,0.0,0.55,0.3311,False,False,0.5926,0.3311,lexical,False
pair_0392,length,1.0,0.4,0.0,0.0,0.55,0.2206,False,False,0.4,0.2206,lexical,False
pair_0393,confidence_framing,0.8421,0.8889,0.0,0.0,0.4606,0.484,False,False,0.8421,0.4606,lexical,False
pair_0394,format,1.0,0.7273,0.0,0.0,0.55,0.3963,False,False,0.7273,0.3963,lexical,False
pair_0395,authority,1.0,0.6667,0.0,0.0,0.55,0.3694,False,False,0.6667,0.3694,lexical,False
pair_0396,politeness,1.0,0.7273,0.0,0.0,0.55,0.4004,False,False,0.7273,0.4004,lexical,False
pair_0397,markdown_density,1.0,0.6957,0.0,0.0,0.55,0.3848,False,False,0.6957,0.3848,lexical,False
pair_0398,citation_density,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0399,safety_style,1.0,0.7273,0.0,0.0,0.55,0.398,False,False,0.7273,0.398,lexical,False
pair_0400,exploit_search,1.0,0.3137,0.0,0.0,0.55,0.1702,False,False,0.3137,0.1702,lexical,False
pair_0401,sycophancy,1.0,0.6296,0.0,0.0,0.55,0.3513,False,False,0.6296,0.3513,lexical,False
pair_0402,length,1.0,0.4048,0.0,0.0,0.55,0.2266,False,False,0.4048,0.2266,lexical,False
pair_0403,confidence_framing,0.8095,0.85,0.0,0.0,0.4482,0.4685,False,False,0.8095,0.4482,lexical,False
pair_0404,format,1.0,0.7083,0.0,0.0,0.55,0.391,False,False,0.7083,0.391,lexical,False
pair_0405,authority,1.0,0.7083,0.0,0.0,0.55,0.3913,False,False,0.7083,0.3913,lexical,False
pair_0406,politeness,1.0,0.7391,0.0,0.0,0.55,0.4087,False,False,0.7391,0.4087,lexical,False
pair_0407,markdown_density,1.0,0.68,0.0,0.0,0.55,0.3808,False,False,0.68,0.3808,lexical,False
pair_0408,citation_density,1.0,0.7391,0.0,0.0,0.55,0.4064,False,False,0.7391,0.4064,lexical,False
pair_0409,safety_style,1.0,0.7727,0.0,0.0,0.55,0.4215,False,False,0.7727,0.4215,lexical,False
pair_0410,exploit_search,1.0,0.3269,0.0,0.0,0.55,0.1795,False,False,0.3269,0.1795,lexical,False
pair_0411,sycophancy,1.0,0.6296,0.0,0.0,0.55,0.3513,False,False,0.6296,0.3513,lexical,False
pair_0412,length,1.0,0.4048,0.0,0.0,0.55,0.2266,False,False,0.4048,0.2266,lexical,False
pair_0413,confidence_framing,0.8095,0.85,0.0,0.0,0.4482,0.4685,False,False,0.8095,0.4482,lexical,False
pair_0414,format,1.0,0.7083,0.0,0.0,0.55,0.391,False,False,0.7083,0.391,lexical,False
pair_0415,authority,1.0,0.7083,0.0,0.0,0.55,0.3913,False,False,0.7083,0.3913,lexical,False
pair_0416,politeness,1.0,0.7391,0.0,0.0,0.55,0.4087,False,False,0.7391,0.4087,lexical,False
pair_0417,markdown_density,1.0,0.68,0.0,0.0,0.55,0.3808,False,False,0.68,0.3808,lexical,False
pair_0418,citation_density,1.0,0.7391,0.0,0.0,0.55,0.4064,False,False,0.7391,0.4064,lexical,False
pair_0419,safety_style,1.0,0.7727,0.0,0.0,0.55,0.4215,False,False,0.7727,0.4215,lexical,False
pair_0420,exploit_search,1.0,0.3269,0.0,0.0,0.55,0.1795,False,False,0.3269,0.1795,lexical,False
pair_0421,sycophancy,1.0,0.6296,0.0,0.0,0.55,0.3513,False,False,0.6296,0.3513,lexical,False
pair_0422,length,1.0,0.4048,0.0,0.0,0.55,0.2266,False,False,0.4048,0.2266,lexical,False
pair_0423,confidence_framing,0.8095,0.85,0.0,0.0,0.4482,0.4685,False,False,0.8095,0.4482,lexical,False
pair_0424,format,1.0,0.7083,0.0,0.0,0.55,0.391,False,False,0.7083,0.391,lexical,False
pair_0425,authority,1.0,0.7083,0.0,0.0,0.55,0.3913,False,False,0.7083,0.3913,lexical,False
pair_0426,politeness,1.0,0.7391,0.0,0.0,0.55,0.4087,False,False,0.7391,0.4087,lexical,False
pair_0427,markdown_density,1.0,0.68,0.0,0.0,0.55,0.3808,False,False,0.68,0.3808,lexical,False
pair_0428,citation_density,1.0,0.7391,0.0,0.0,0.55,0.4064,False,False,0.7391,0.4064,lexical,False
pair_0429,safety_style,1.0,0.7727,0.0,0.0,0.55,0.4215,False,False,0.7727,0.4215,lexical,False
pair_0430,exploit_search,1.0,0.3269,0.0,0.0,0.55,0.1795,False,False,0.3269,0.1795,lexical,False
pair_0431,sycophancy,1.0,0.6296,0.0,0.0,0.55,0.3513,False,False,0.6296,0.3513,lexical,False
pair_0432,length,1.0,0.4048,0.0,0.0,0.55,0.2266,False,False,0.4048,0.2266,lexical,False
pair_0433,confidence_framing,0.8095,0.85,0.0,0.0,0.4482,0.4685,False,False,0.8095,0.4482,lexical,False
pair_0434,format,1.0,0.7083,0.0,0.0,0.55,0.391,False,False,0.7083,0.391,lexical,False
pair_0435,authority,1.0,0.7083,0.0,0.0,0.55,0.3913,False,False,0.7083,0.3913,lexical,False
pair_0436,politeness,1.0,0.7391,0.0,0.0,0.55,0.4087,False,False,0.7391,0.4087,lexical,False
pair_0437,markdown_density,1.0,0.68,0.0,0.0,0.55,0.3808,False,False,0.68,0.3808,lexical,False
pair_0438,citation_density,1.0,0.7391,0.0,0.0,0.55,0.4064,False,False,0.7391,0.4064,lexical,False
pair_0439,safety_style,1.0,0.7727,0.0,0.0,0.55,0.4215,False,False,0.7727,0.4215,lexical,False
pair_0440,exploit_search,1.0,0.3269,0.0,0.0,0.55,0.1795,False,False,0.3269,0.1795,lexical,False
pair_0441,sycophancy,1.0,0.6296,0.0,0.0,0.55,0.3513,False,False,0.6296,0.3513,lexical,False
pair_0442,length,1.0,0.4048,0.0,0.0,0.55,0.2266,False,False,0.4048,0.2266,lexical,False
pair_0443,confidence_framing,0.8095,0.85,0.0,0.0,0.4482,0.4685,False,False,0.8095,0.4482,lexical,False
pair_0444,format,1.0,0.7083,0.0,0.0,0.55,0.391,False,False,0.7083,0.391,lexical,False
pair_0445,authority,1.0,0.7083,0.0,0.0,0.55,0.3913,False,False,0.7083,0.3913,lexical,False
pair_0446,politeness,1.0,0.7391,0.0,0.0,0.55,0.4087,False,False,0.7391,0.4087,lexical,False
pair_0447,markdown_density,1.0,0.68,0.0,0.0,0.55,0.3808,False,False,0.68,0.3808,lexical,False
pair_0448,citation_density,1.0,0.7391,0.0,0.0,0.55,0.4064,False,False,0.7391,0.4064,lexical,False
pair_0449,safety_style,1.0,0.7727,0.0,0.0,0.55,0.4215,False,False,0.7727,0.4215,lexical,False
pair_0450,exploit_search,1.0,0.3269,0.0,0.0,0.55,0.1795,False,False,0.3269,0.1795,lexical,False
pair_0451,sycophancy,1.0,0.6296,0.0,0.0,0.55,0.3513,False,False,0.6296,0.3513,lexical,False
pair_0452,length,1.0,0.4048,0.0,0.0,0.55,0.2266,False,False,0.4048,0.2266,lexical,False
pair_0453,confidence_framing,0.8095,0.85,0.0,0.0,0.4482,0.4685,False,False,0.8095,0.4482,lexical,False
pair_0454,format,1.0,0.7083,0.0,0.0,0.55,0.391,False,False,0.7083,0.391,lexical,False
pair_0455,authority,1.0,0.7083,0.0,0.0,0.55,0.3913,False,False,0.7083,0.3913,lexical,False
pair_0456,politeness,1.0,0.7391,0.0,0.0,0.55,0.4087,False,False,0.7391,0.4087,lexical,False
pair_0457,markdown_density,1.0,0.68,0.0,0.0,0.55,0.3808,False,False,0.68,0.3808,lexical,False
pair_0458,citation_density,1.0,0.7391,0.0,0.0,0.55,0.4064,False,False,0.7391,0.4064,lexical,False
pair_0459,safety_style,1.0,0.7727,0.0,0.0,0.55,0.4215,False,False,0.7727,0.4215,lexical,False
pair_0460,exploit_search,1.0,0.3269,0.0,0.0,0.55,0.1795,False,False,0.3269,0.1795,lexical,False
pair_0461,sycophancy,1.0,0.6296,0.0,0.0,0.55,0.3513,False,False,0.6296,0.3513,lexical,False
pair_0462,length,1.0,0.4048,0.0,0.0,0.55,0.2266,False,False,0.4048,0.2266,lexical,False
pair_0463,confidence_framing,0.8095,0.85,0.0,0.0,0.4482,0.4685,False,False,0.8095,0.4482,lexical,False
pair_0464,format,1.0,0.7083,0.0,0.0,0.55,0.391,False,False,0.7083,0.391,lexical,False
pair_0465,authority,1.0,0.7083,0.0,0.0,0.55,0.3913,False,False,0.7083,0.3913,lexical,False
pair_0466,politeness,1.0,0.7391,0.0,0.0,0.55,0.4087,False,False,0.7391,0.4087,lexical,False
pair_0467,markdown_density,1.0,0.68,0.0,0.0,0.55,0.3808,False,False,0.68,0.3808,lexical,False
pair_0468,citation_density,1.0,0.7391,0.0,0.0,0.55,0.4064,False,False,0.7391,0.4064,lexical,False
pair_0469,safety_style,1.0,0.7727,0.0,0.0,0.55,0.4215,False,False,0.7727,0.4215,lexical,False
pair_0470,exploit_search,1.0,0.3269,0.0,0.0,0.55,0.1795,False,False,0.3269,0.1795,lexical,False
pair_0471,sycophancy,1.0,0.6296,0.0,0.0,0.55,0.3513,False,False,0.6296,0.3513,lexical,False
pair_0472,length,1.0,0.4048,0.0,0.0,0.55,0.2266,False,False,0.4048,0.2266,lexical,False
pair_0473,confidence_framing,0.8095,0.85,0.0,0.0,0.4482,0.4685,False,False,0.8095,0.4482,lexical,False
pair_0474,format,1.0,0.7083,0.0,0.0,0.55,0.391,False,False,0.7083,0.391,lexical,False
pair_0475,authority,1.0,0.7083,0.0,0.0,0.55,0.3913,False,False,0.7083,0.3913,lexical,False
pair_0476,politeness,1.0,0.7391,0.0,0.0,0.55,0.4087,False,False,0.7391,0.4087,lexical,False
pair_0477,markdown_density,1.0,0.68,0.0,0.0,0.55,0.3808,False,False,0.68,0.3808,lexical,False
pair_0478,citation_density,1.0,0.7391,0.0,0.0,0.55,0.4064,False,False,0.7391,0.4064,lexical,False
pair_0479,safety_style,1.0,0.7727,0.0,0.0,0.55,0.4215,False,False,0.7727,0.4215,lexical,False
pair_0480,exploit_search,1.0,0.3269,0.0,0.0,0.55,0.1795,False,False,0.3269,0.1795,lexical,False
pair_0481,sycophancy,1.0,0.6296,0.0,0.0,0.55,0.3513,False,False,0.6296,0.3513,lexical,False
pair_0482,length,1.0,0.4048,0.0,0.0,0.55,0.2266,False,False,0.4048,0.2266,lexical,False
pair_0483,confidence_framing,0.8095,0.85,0.0,0.0,0.4482,0.4685,False,False,0.8095,0.4482,lexical,False
pair_0484,format,1.0,0.7083,0.0,0.0,0.55,0.391,False,False,0.7083,0.391,lexical,False
pair_0485,authority,1.0,0.7083,0.0,0.0,0.55,0.3913,False,False,0.7083,0.3913,lexical,False
pair_0486,politeness,1.0,0.7391,0.0,0.0,0.55,0.4087,False,False,0.7391,0.4087,lexical,False
pair_0487,markdown_density,1.0,0.68,0.0,0.0,0.55,0.3808,False,False,0.68,0.3808,lexical,False
pair_0488,citation_density,1.0,0.7391,0.0,0.0,0.55,0.4064,False,False,0.7391,0.4064,lexical,False
pair_0489,safety_style,1.0,0.7727,0.0,0.0,0.55,0.4215,False,False,0.7727,0.4215,lexical,False
pair_0490,exploit_search,1.0,0.3269,0.0,0.0,0.55,0.1795,False,False,0.3269,0.1795,lexical,False
pair_0491,sycophancy,1.0,0.6296,0.0,0.0,0.55,0.3513,False,False,0.6296,0.3513,lexical,False
pair_0492,length,1.0,0.4048,0.0,0.0,0.55,0.2266,False,False,0.4048,0.2266,lexical,False
